,SV_number,sample,Viral_contig,Genome_len,SV_density,lifestyle
NC20142,3,NC201,SK02_contig_367_pilon,57225.0,52.4246395806029,temperate
NC30775,2,NC307,SK02_contig_367_pilon,57225.0,34.9497597204019,temperate
NC32691,4,NC326,SK02_contig_367_pilon,57225.0,69.8995194408038,temperate
NCF00492,3,NCF004,SK02_contig_367_pilon,57225.0,52.4246395806029,temperate
NCF04499,6,NCF044,SK02_contig_367_pilon,57225.0,104.849279161206,temperate
NCF05142,1,NCF051,SK02_contig_367_pilon,57225.0,17.474879860201,temperate
NCF16884,7,NCF168,SK02_contig_367_pilon,57225.0,122.324159021407,temperate
NN089748,4,NN0897,SK02_contig_367_pilon,57225.0,69.8995194408038,temperate
QM0167,6,QM01,SK02_contig_367_pilon,57225.0,104.849279161206,temperate
SK1160,5,SK11,SK02_contig_367_pilon,57225.0,87.3743993010048,temperate
SK2095,6,SK20,SK02_contig_367_pilon,57225.0,104.849279161206,temperate
SK4391,6,SK43,SK02_contig_367_pilon,57225.0,104.849279161206,temperate
SK5466,6,SK54,SK02_contig_367_pilon,57225.0,104.849279161206,temperate
A09117,2,A09,NC317_contig_169_pilon,56215.0,35.5776927866228,uncertain temperate
DC0545,1,DC05,NC317_contig_169_pilon,56215.0,17.7888463933114,uncertain temperate
DC1386,4,DC13,NC317_contig_169_pilon,56215.0,71.1553855732456,uncertain temperate
H6949,1,H69,NC317_contig_169_pilon,56215.0,17.7888463933114,uncertain temperate
NC18338,1,NC183,NC317_contig_169_pilon,56215.0,17.7888463933114,uncertain temperate
NCF05529,2,NCF055,NC317_contig_169_pilon,56215.0,35.5776927866228,uncertain temperate
NCF16885,4,NCF168,NC317_contig_169_pilon,56215.0,71.1553855732456,uncertain temperate
QM0168,1,QM01,NC317_contig_169_pilon,56215.0,17.7888463933114,uncertain temperate
A09118,4,A09,H32_contig_109_pilon,52368.0,76.3825236785823,temperate
A09119,1,A09,H19_NODE_32,51965.0,19.2437217357837,uncertain temperate
H11102,1,H11,H19_NODE_32,51965.0,19.2437217357837,uncertain temperate
H1980,1,H19,H19_NODE_32,51965.0,19.2437217357837,uncertain temperate
A09120,3,A09,QM01_contig_75,51804.0,57.9105860551309,uncertain temperate
A1639,4,A16,QM01_contig_75,51804.0,77.2141147401745,uncertain temperate
DC2798,1,DC27,QM01_contig_75,51804.0,19.3035286850436,uncertain temperate
H11103,2,H11,QM01_contig_75,51804.0,38.6070573700872,uncertain temperate
H1981,3,H19,QM01_contig_75,51804.0,57.9105860551309,uncertain temperate
H5023,4,H50,QM01_contig_75,51804.0,77.2141147401745,uncertain temperate
NCF04177,1,NCF041,QM01_contig_75,51804.0,19.3035286850436,uncertain temperate
A09121,1,A09,A01_contig-120_30,51730.0,19.33114247052,uncertain virulent
QM0342,1,QM03,A01_contig-120_30,51730.0,19.33114247052,uncertain virulent
SK5183,2,SK51,A01_contig-120_30,51730.0,38.66228494104,uncertain virulent
SK5658,2,SK56,A01_contig-120_30,51730.0,38.66228494104,uncertain virulent
A09122,1,A09,H28_contig_101_pilon,51586.0,19.3851044857132,temperate
SK2096,1,SK20,H28_contig_101_pilon,51586.0,19.3851044857132,temperate
SK44101,1,SK44,H28_contig_101_pilon,51586.0,19.3851044857132,temperate
A09123,1,A09,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
B1351,1,B13,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
DC1688,3,DC16,H16_contig_298_pilon,42945.0,69.856793573175,uncertain temperate
DC2799,1,DC27,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
H0185,4,H01,H16_contig_298_pilon,42945.0,93.1423914309,uncertain temperate
H0467,1,H04,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
H11104,1,H11,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
H3148,1,H31,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
H3236,2,H32,H16_contig_298_pilon,42945.0,46.57119571545,uncertain temperate
H4673,3,H46,H16_contig_298_pilon,42945.0,69.856793573175,uncertain temperate
H4868,1,H48,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
H4970,2,H49,H16_contig_298_pilon,42945.0,46.57119571545,uncertain temperate
NC15247,2,NC152,H16_contig_298_pilon,42945.0,46.57119571545,uncertain temperate
NC30776,1,NC307,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
NC30817,1,NC308,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
NC31829,1,NC318,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
NC32692,1,NC326,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
NCF044100,1,NCF044,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
NCF10632,3,NCF106,H16_contig_298_pilon,42945.0,69.856793573175,uncertain temperate
NCF16886,1,NCF168,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
S0814,1,S08,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
SK0231,1,SK02,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
SK0312,2,SK03,H16_contig_298_pilon,42945.0,46.57119571545,uncertain temperate
SK2097,1,SK20,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
SK4392,2,SK43,H16_contig_298_pilon,42945.0,46.57119571545,uncertain temperate
SK5467,2,SK54,H16_contig_298_pilon,42945.0,46.57119571545,uncertain temperate
SK5659,1,SK56,H16_contig_298_pilon,42945.0,23.285597857725,uncertain temperate
A09124,1,A09,SK43_contig_654_pilon,37607.0,26.5907942670248,temperate
A09125,1,A09,H31_NODE_72,36010.0,27.7700638711469,temperate
A09126,3,A09,H31_contig_136_pilon,35955.0,83.4376303712975,temperate
A09127,2,A09,A09_contig_528_pilon,32597.0,61.3553394484155,temperate
A0177,1,A01,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
A09128,2,A09,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
A10792,1,A107,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
A1640,1,A16,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
B0382,1,B03,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
DC2520,2,DC25,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
DC27100,1,DC27,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
H0389,1,H03,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
H11105,3,H11,SK54_contig_242_pilon,31244.0,96.0184355396236,uncertain temperate
H3489,2,H34,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
H4674,1,H46,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
H4753,3,H47,SK54_contig_242_pilon,31244.0,96.0184355396236,uncertain temperate
H4869,2,H48,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
H5446,1,H54,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
H6330,1,H63,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
NC151103,1,NC151,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
NC18339,2,NC183,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
NC32693,2,NC326,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
NCF044101,2,NCF044,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
NCF16887,3,NCF168,SK54_contig_242_pilon,31244.0,96.0184355396236,uncertain temperate
QM0169,3,QM01,SK54_contig_242_pilon,31244.0,96.0184355396236,uncertain temperate
S0273,1,S02,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
SK1161,1,SK11,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
SK2098,4,SK20,SK54_contig_242_pilon,31244.0,128.024580719498,uncertain temperate
SK44102,1,SK44,SK54_contig_242_pilon,31244.0,32.0061451798745,uncertain temperate
SK5184,2,SK51,SK54_contig_242_pilon,31244.0,64.0122903597491,uncertain temperate
A09129,2,A09,H09_contig-120_179,30804.0,64.9266329048176,temperate
H1982,1,H19,H09_contig-120_179,30804.0,32.4633164524088,temperate
H2869,2,H28,H09_contig-120_179,30804.0,64.9266329048176,temperate
H4675,2,H46,H09_contig-120_179,30804.0,64.9266329048176,temperate
NC150104,1,NC150,H09_contig-120_179,30804.0,32.4633164524088,temperate
NC15248,2,NC152,H09_contig-120_179,30804.0,64.9266329048176,temperate
NC18340,2,NC183,H09_contig-120_179,30804.0,64.9266329048176,temperate
NC32694,1,NC326,H09_contig-120_179,30804.0,32.4633164524088,temperate
NCF00493,3,NCF004,H09_contig-120_179,30804.0,97.3899493572263,temperate
NCF02675,3,NCF026,H09_contig-120_179,30804.0,97.3899493572263,temperate
SK5468,1,SK54,H09_contig-120_179,30804.0,32.4633164524088,temperate
A02158,3,A02,QM01_contig_26,27884.0,107.588581265242,uncertain temperate
A09130,3,A09,QM01_contig_26,27884.0,107.588581265242,uncertain temperate
A1641,2,A16,QM01_contig_26,27884.0,71.7257208434945,uncertain temperate
DC27101,4,DC27,QM01_contig_26,27884.0,143.451441686989,uncertain temperate
H0186,1,H01,QM01_contig_26,27884.0,35.8628604217472,uncertain temperate
H11106,4,H11,QM01_contig_26,27884.0,143.451441686989,uncertain temperate
H1983,4,H19,QM01_contig_26,27884.0,143.451441686989,uncertain temperate
H2870,4,H28,QM01_contig_26,27884.0,143.451441686989,uncertain temperate
H4676,1,H46,QM01_contig_26,27884.0,35.8628604217472,uncertain temperate
H5024,2,H50,QM01_contig_26,27884.0,71.7257208434945,uncertain temperate
NC1738,1,NC173,QM01_contig_26,27884.0,35.8628604217472,uncertain temperate
NCF02676,1,NCF026,QM01_contig_26,27884.0,35.8628604217472,uncertain temperate
NN089749,2,NN0897,QM01_contig_26,27884.0,71.7257208434945,uncertain temperate
QM0170,3,QM01,QM01_contig_26,27884.0,107.588581265242,uncertain temperate
SK1454,3,SK14,QM01_contig_26,27884.0,107.588581265242,uncertain temperate
SK4393,2,SK43,QM01_contig_26,27884.0,71.7257208434945,uncertain temperate
A09131,1,A09,SK20_contig_371_pilon,25782.0,38.7867504460476,uncertain temperate
H11107,2,H11,SK20_contig_371_pilon,25782.0,77.5735008920953,uncertain temperate
H1984,4,H19,SK20_contig_371_pilon,25782.0,155.147001784191,uncertain temperate
H4677,1,H46,SK20_contig_371_pilon,25782.0,38.7867504460476,uncertain temperate
A10793,3,A107,H49_contig_174_pilon,232320.0,12.9132231404959,virulent
A1165,6,A11,H49_contig_174_pilon,232320.0,25.8264462809917,virulent
B0383,5,B03,H49_contig_174_pilon,232320.0,21.5220385674931,virulent
B1352,3,B13,H49_contig_174_pilon,232320.0,12.9132231404959,virulent
DC2674,3,DC26,H49_contig_174_pilon,232320.0,12.9132231404959,virulent
H0468,12,H04,H49_contig_174_pilon,232320.0,51.6528925619835,virulent
H11108,9,H11,H49_contig_174_pilon,232320.0,38.7396694214876,virulent
H4971,1,H49,H49_contig_174_pilon,232320.0,4.30440771349862,virulent
NC20143,2,NC201,H49_contig_174_pilon,232320.0,8.60881542699724,virulent
NC30777,5,NC307,H49_contig_174_pilon,232320.0,21.5220385674931,virulent
NC32695,12,NC326,H49_contig_174_pilon,232320.0,51.6528925619835,virulent
NCF02677,2,NCF026,H49_contig_174_pilon,232320.0,8.60881542699724,virulent
NCF04178,6,NCF041,H49_contig_174_pilon,232320.0,25.8264462809917,virulent
NCF05143,2,NCF051,H49_contig_174_pilon,232320.0,8.60881542699724,virulent
S0815,4,S08,H49_contig_174_pilon,232320.0,17.2176308539945,virulent
SK2099,4,SK20,H49_contig_174_pilon,232320.0,17.2176308539945,virulent
SK4394,11,SK43,H49_contig_174_pilon,232320.0,47.3484848484849,virulent
A10794,1,A107,NCF041_contig_80_pilon,228970.0,4.36738437349871,virulent
NC20144,1,NC201,NCF041_contig_80_pilon,228970.0,4.36738437349871,virulent
NCF04179,1,NCF041,NCF041_contig_80_pilon,228970.0,4.36738437349871,virulent
SK4395,1,SK43,NCF041_contig_80_pilon,228970.0,4.36738437349871,virulent
A10795,5,A107,SK27_NODE_1,206970.0,24.1580905445234,temperate
DC27102,2,DC27,SK27_NODE_1,206970.0,9.66323621780935,temperate
H2315,1,H23,SK27_NODE_1,206970.0,4.83161810890467,temperate
H4754,10,H47,SK27_NODE_1,206970.0,48.3161810890467,temperate
NCF044102,4,NCF044,SK27_NODE_1,206970.0,19.3264724356187,temperate
QM0171,5,QM01,SK27_NODE_1,206970.0,24.1580905445234,temperate
QM0343,1,QM03,SK27_NODE_1,206970.0,4.83161810890467,temperate
SK44103,11,SK44,SK27_NODE_1,206970.0,53.1477991979514,temperate
A09132,1,A09,H13_NODE_12,196685.0,5.0842718051707,uncertain temperate
A1358,2,A13,H13_NODE_12,196685.0,10.1685436103414,uncertain temperate
H0187,15,H01,H13_NODE_12,196685.0,76.2640770775606,uncertain temperate
H11109,15,H11,H13_NODE_12,196685.0,76.2640770775606,uncertain temperate
H1340,3,H13,H13_NODE_12,196685.0,15.2528154155121,uncertain temperate
NCF16888,22,NCF168,H13_NODE_12,196685.0,111.853979713755,uncertain temperate
SK5185,8,SK51,H13_NODE_12,196685.0,40.6741744413656,uncertain temperate
SK5469,15,SK54,H13_NODE_12,196685.0,76.2640770775606,uncertain temperate
A10796,1,A107,H22_contig-120_2,194489.0,5.14167896384886,uncertain temperate
A10797,1,A107,NC323_contig-120_4,185609.0,5.38766977894391,virulent
H0469,2,H04,NC323_contig-120_4,185609.0,10.7753395578878,virulent
NC20145,2,NC201,NC323_contig-120_4,185609.0,10.7753395578878,virulent
A10798,2,A107,DC26_NODE_2,184421.0,10.8447519534109,virulent
NC20146,1,NC201,DC26_NODE_2,184421.0,5.42237597670547,virulent
NC32696,1,NC326,DC26_NODE_2,184421.0,5.42237597670547,virulent
S0816,1,S08,DC26_NODE_2,184421.0,5.42237597670547,virulent
SK20100,1,SK20,DC26_NODE_2,184421.0,5.42237597670547,virulent
NC20147,2,NC201,A107_NODE_2,153360.0,13.0412102243088,uncertain virulent
NN089750,3,NN0897,A107_NODE_2,153360.0,19.5618153364632,uncertain virulent
QM0344,1,QM03,A107_NODE_2,153360.0,6.52060511215441,uncertain virulent
SK5470,1,SK54,A107_NODE_2,153360.0,6.52060511215441,uncertain virulent
A10799,2,A107,H02_NODE_7,139942.0,14.2916351059725,uncertain temperate
A1642,1,A16,H02_NODE_7,139942.0,7.14581755298624,uncertain temperate
H0188,1,H01,H02_NODE_7,139942.0,7.14581755298624,uncertain temperate
H11110,2,H11,H02_NODE_7,139942.0,14.2916351059725,uncertain temperate
H6559,1,H65,H02_NODE_7,139942.0,7.14581755298624,uncertain temperate
NC31767,2,NC317,H02_NODE_7,139942.0,14.2916351059725,uncertain temperate
NCF04180,1,NCF041,H02_NODE_7,139942.0,7.14581755298624,uncertain temperate
NCF16889,2,NCF168,H02_NODE_7,139942.0,14.2916351059725,uncertain temperate
SK20101,1,SK20,H02_NODE_7,139942.0,7.14581755298624,uncertain temperate
SK5471,2,SK54,H02_NODE_7,139942.0,14.2916351059725,uncertain temperate
A09133,1,A09,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
A107100,2,A107,SK02_contig_38_pilon,138623.0,14.4276202361801,uncertain temperate
A1166,2,A11,SK02_contig_38_pilon,138623.0,14.4276202361801,uncertain temperate
A1359,1,A13,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
B0384,4,B03,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
DC0546,1,DC05,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
DC1387,1,DC13,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
DC1689,4,DC16,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
DC2521,10,DC25,SK02_contig_38_pilon,138623.0,72.1381011809007,uncertain temperate
DC27103,5,DC27,SK02_contig_38_pilon,138623.0,36.0690505904504,uncertain temperate
H0189,6,H01,SK02_contig_38_pilon,138623.0,43.2828607085404,uncertain temperate
H0390,4,H03,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
H0470,3,H04,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
H11111,2,H11,SK02_contig_38_pilon,138623.0,14.4276202361801,uncertain temperate
H1341,1,H13,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
H1616,3,H16,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
H1985,4,H19,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
H2249,3,H22,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
H2751,3,H27,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
H3149,1,H31,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
H3237,5,H32,SK02_contig_38_pilon,138623.0,36.0690505904504,uncertain temperate
H3490,1,H34,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
H4678,2,H46,SK02_contig_38_pilon,138623.0,14.4276202361801,uncertain temperate
H4870,1,H48,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
H4972,6,H49,SK02_contig_38_pilon,138623.0,43.2828607085404,uncertain temperate
H6560,4,H65,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
H6950,1,H69,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
H7324,2,H73,SK02_contig_38_pilon,138623.0,14.4276202361801,uncertain temperate
NC150105,1,NC150,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
NC151104,2,NC151,SK02_contig_38_pilon,138623.0,14.4276202361801,uncertain temperate
NC20148,1,NC201,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
NC21037,1,NC210,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
NC31768,1,NC317,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
NC32697,7,NC326,SK02_contig_38_pilon,138623.0,50.4966708266305,uncertain temperate
NCF00494,4,NCF004,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
NCF02678,1,NCF026,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
NCF04181,3,NCF041,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
NCF044103,5,NCF044,SK02_contig_38_pilon,138623.0,36.0690505904504,uncertain temperate
NCF10633,6,NCF106,SK02_contig_38_pilon,138623.0,43.2828607085404,uncertain temperate
NCF16890,1,NCF168,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
QM0722,5,QM07,SK02_contig_38_pilon,138623.0,36.0690505904504,uncertain temperate
S0274,1,S02,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
S0817,1,S08,SK02_contig_38_pilon,138623.0,7.21381011809007,uncertain temperate
SK0232,3,SK02,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
SK1455,4,SK14,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
SK20102,5,SK20,SK02_contig_38_pilon,138623.0,36.0690505904504,uncertain temperate
SK4396,4,SK43,SK02_contig_38_pilon,138623.0,28.8552404723603,uncertain temperate
SK44104,2,SK44,SK02_contig_38_pilon,138623.0,14.4276202361801,uncertain temperate
SK5186,3,SK51,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
SK5472,3,SK54,SK02_contig_38_pilon,138623.0,21.6414303542702,uncertain temperate
SK5660,9,SK56,SK02_contig_38_pilon,138623.0,64.9242910628107,uncertain temperate
A107101,1,A107,H27_NODE_3,137451.0,7.27531993219402,temperate
H0391,5,H03,H27_NODE_3,137451.0,36.3765996609701,temperate
QM0345,1,QM03,H27_NODE_3,137451.0,7.27531993219402,temperate
QM0723,2,QM07,H27_NODE_3,137451.0,14.550639864388,temperate
A107102,4,A107,SK44_contig_145_pilon,127468.0,31.380424890953,temperate
DC27104,2,DC27,SK44_contig_145_pilon,127468.0,15.6902124454765,temperate
H2316,2,H23,SK44_contig_145_pilon,127468.0,15.6902124454765,temperate
H4755,2,H47,SK44_contig_145_pilon,127468.0,15.6902124454765,temperate
NCF044104,4,NCF044,SK44_contig_145_pilon,127468.0,31.380424890953,temperate
QM0172,2,QM01,SK44_contig_145_pilon,127468.0,15.6902124454765,temperate
QM0346,3,QM03,SK44_contig_145_pilon,127468.0,23.5353186682148,temperate
SK44105,1,SK44,SK44_contig_145_pilon,127468.0,7.84510622273826,temperate
A107103,3,A107,SK44_contig_701_pilon,121752.0,24.6402523161837,temperate
SK44106,4,SK44,SK44_contig_701_pilon,121752.0,32.8536697549116,temperate
A107104,1,A107,SK44_contig_734_pilon,117242.0,8.5293666092356,temperate
DC27105,1,DC27,SK44_contig_734_pilon,117242.0,8.5293666092356,temperate
H2317,1,H23,SK44_contig_734_pilon,117242.0,8.5293666092356,temperate
H4756,2,H47,SK44_contig_734_pilon,117242.0,17.0587332184712,temperate
QM0347,1,QM03,SK44_contig_734_pilon,117242.0,8.5293666092356,temperate
A02159,1,A02,SK02_contig_211_pilon,114067.0,8.76677742028808,temperate
A1167,8,A11,SK02_contig_211_pilon,114067.0,70.1342193623046,temperate
A1360,1,A13,SK02_contig_211_pilon,114067.0,8.76677742028808,temperate
B0385,1,B03,SK02_contig_211_pilon,114067.0,8.76677742028808,temperate
DC0547,2,DC05,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
DC1388,3,DC13,SK02_contig_211_pilon,114067.0,26.3003322608642,temperate
DC1690,6,DC16,SK02_contig_211_pilon,114067.0,52.6006645217285,temperate
DC2522,8,DC25,SK02_contig_211_pilon,114067.0,70.1342193623046,temperate
DC27106,8,DC27,SK02_contig_211_pilon,114067.0,70.1342193623046,temperate
H0190,7,H01,SK02_contig_211_pilon,114067.0,61.3674419420165,temperate
H0392,3,H03,SK02_contig_211_pilon,114067.0,26.3003322608642,temperate
H0471,5,H04,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
H11112,5,H11,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
H1342,2,H13,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
H1986,5,H19,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
H2250,8,H22,SK02_contig_211_pilon,114067.0,70.1342193623046,temperate
H2871,1,H28,SK02_contig_211_pilon,114067.0,8.76677742028808,temperate
H3150,2,H31,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
H3238,8,H32,SK02_contig_211_pilon,114067.0,70.1342193623046,temperate
H3491,2,H34,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
H4679,2,H46,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
H4871,4,H48,SK02_contig_211_pilon,114067.0,35.0671096811523,temperate
H4973,3,H49,SK02_contig_211_pilon,114067.0,26.3003322608642,temperate
H6561,5,H65,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
H6951,1,H69,SK02_contig_211_pilon,114067.0,8.76677742028808,temperate
NC150106,2,NC150,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
NC151105,3,NC151,SK02_contig_211_pilon,114067.0,26.3003322608642,temperate
NC20149,2,NC201,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
NC30778,2,NC307,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
NC32698,7,NC326,SK02_contig_211_pilon,114067.0,61.3674419420165,temperate
NCF00495,7,NCF004,SK02_contig_211_pilon,114067.0,61.3674419420165,temperate
NCF02679,5,NCF026,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
NCF04182,1,NCF041,SK02_contig_211_pilon,114067.0,8.76677742028808,temperate
NCF044105,7,NCF044,SK02_contig_211_pilon,114067.0,61.3674419420165,temperate
NCF10634,5,NCF106,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
NCF16891,9,NCF168,SK02_contig_211_pilon,114067.0,78.9009967825927,temperate
QM0724,5,QM07,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
S0275,2,S02,SK02_contig_211_pilon,114067.0,17.5335548405762,temperate
SK1456,5,SK14,SK02_contig_211_pilon,114067.0,43.8338871014404,temperate
SK20103,4,SK20,SK02_contig_211_pilon,114067.0,35.0671096811523,temperate
SK4397,7,SK43,SK02_contig_211_pilon,114067.0,61.3674419420165,temperate
SK44107,4,SK44,SK02_contig_211_pilon,114067.0,35.0671096811523,temperate
SK5187,1,SK51,SK02_contig_211_pilon,114067.0,8.76677742028808,temperate
SK5473,3,SK54,SK02_contig_211_pilon,114067.0,26.3003322608642,temperate
SK5661,9,SK56,SK02_contig_211_pilon,114067.0,78.9009967825927,temperate
A107105,2,A107,A107_NODE_5,106880.0,18.7125748502994,uncertain virulent
A107106,3,A107,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
B0386,1,B03,SK20_contig_1140_pilon,101990.0,9.80488283165016,temperate
DC27107,3,DC27,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
H0393,6,H03,SK20_contig_1140_pilon,101990.0,58.829296989901,temperate
H0472,2,H04,SK20_contig_1140_pilon,101990.0,19.6097656633003,temperate
H1343,1,H13,SK20_contig_1140_pilon,101990.0,9.80488283165016,temperate
H1987,2,H19,SK20_contig_1140_pilon,101990.0,19.6097656633003,temperate
H2410,3,H24,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
H2872,2,H28,SK20_contig_1140_pilon,101990.0,19.6097656633003,temperate
H3492,1,H34,SK20_contig_1140_pilon,101990.0,9.80488283165016,temperate
H6562,1,H65,SK20_contig_1140_pilon,101990.0,9.80488283165016,temperate
NC150107,3,NC150,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
NC151106,3,NC151,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
NC15249,2,NC152,SK20_contig_1140_pilon,101990.0,19.6097656633003,temperate
NC31769,3,NC317,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
NC32699,4,NC326,SK20_contig_1140_pilon,101990.0,39.2195313266006,temperate
NCF00496,2,NCF004,SK20_contig_1140_pilon,101990.0,19.6097656633003,temperate
NCF04183,4,NCF041,SK20_contig_1140_pilon,101990.0,39.2195313266006,temperate
NCF044106,2,NCF044,SK20_contig_1140_pilon,101990.0,19.6097656633003,temperate
NCF16892,3,NCF168,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
SK20104,3,SK20,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
SK4398,1,SK43,SK20_contig_1140_pilon,101990.0,9.80488283165016,temperate
SK44108,4,SK44,SK20_contig_1140_pilon,101990.0,39.2195313266006,temperate
SK5474,3,SK54,SK20_contig_1140_pilon,101990.0,29.4146484949505,temperate
A107107,2,A107,H01_contig_290_pilon,99890.0,20.0220242266493,uncertain temperate
H0191,2,H01,H01_contig_290_pilon,99890.0,20.0220242266493,uncertain temperate
H1344,2,H13,H01_contig_290_pilon,99890.0,20.0220242266493,uncertain temperate
SK5188,1,SK51,H01_contig_290_pilon,99890.0,10.0110121133247,uncertain temperate
SK5475,2,SK54,H01_contig_290_pilon,99890.0,20.0220242266493,uncertain temperate
A107108,1,A107,A107_NODE_7,98780.0,10.1235067827495,virulent
A107109,1,A107,H13_contig_81_pilon,90460.0,11.054609772275,temperate
H0394,1,H03,H13_contig_81_pilon,90460.0,11.054609772275,temperate
NC326100,1,NC326,H13_contig_81_pilon,90460.0,11.054609772275,temperate
NCF04184,1,NCF041,H13_contig_81_pilon,90460.0,11.054609772275,temperate
NCF10635,1,NCF106,H13_contig_81_pilon,90460.0,11.054609772275,temperate
NCF16893,1,NCF168,H13_contig_81_pilon,90460.0,11.054609772275,temperate
